timestamp,phase,lat,lon,alt,yaw_deg,distance_m,extra
2026-04-16T20:51:53,Takeoff,50.450739,30.461242,63.29,359.71,,target_alt=300.0
2026-04-16T20:51:54,Takeoff,50.450738,30.461242,65.88,359.66,,target_alt=300.0
2026-04-16T20:51:55,Takeoff,50.450738,30.461241,68.31,359.63,,target_alt=300.0
2026-04-16T20:51:56,Takeoff,50.450738,30.461241,70.79,359.77,,target_alt=300.0
2026-04-16T20:51:57,Takeoff,50.450738,30.461241,73.31,359.71,,target_alt=300.0
2026-04-16T20:51:58,Takeoff,50.450738,30.461241,75.86,359.68,,target_alt=300.0
2026-04-16T20:51:59,Takeoff,50.450738,30.461242,78.31,359.67,,target_alt=300.0
2026-04-16T20:52:00,Takeoff,50.450738,30.461242,80.80,359.64,,target_alt=300.0
2026-04-16T20:52:01,Takeoff,50.450738,30.461242,83.34,359.56,,target_alt=300.0
2026-04-16T20:52:02,Takeoff,50.450738,30.461242,85.83,359.57,,target_alt=300.0
2026-04-16T20:52:03,Takeoff,50.450738,30.461242,88.35,359.55,,target_alt=300.0
2026-04-16T20:52:04,Takeoff,50.450738,30.461242,90.82,359.54,,target_alt=300.0
2026-04-16T20:52:05,Takeoff,50.450738,30.461242,93.33,359.56,,target_alt=300.0
2026-04-16T20:52:06,Takeoff,50.450738,30.461242,95.79,359.55,,target_alt=300.0
2026-04-16T20:52:07,Takeoff,50.450738,30.461242,98.30,359.51,,target_alt=300.0
2026-04-16T20:52:08,Takeoff,50.450738,30.461242,100.80,359.48,,target_alt=300.0
2026-04-16T20:52:09,Takeoff,50.450738,30.461242,103.29,359.49,,target_alt=300.0
2026-04-16T20:52:10,Takeoff,50.450739,30.461242,105.80,359.45,,target_alt=300.0
2026-04-16T20:52:11,Takeoff,50.450739,30.461242,108.34,359.43,,target_alt=300.0
2026-04-16T20:52:12,Takeoff,50.450738,30.461242,110.86,359.36,,target_alt=300.0
2026-04-16T20:52:13,Takeoff,50.450738,30.461242,113.34,359.38,,target_alt=300.0
2026-04-16T20:52:14,Takeoff,50.450738,30.461242,115.85,359.43,,target_alt=300.0
2026-04-16T20:52:15,Takeoff,50.450739,30.461242,118.34,359.38,,target_alt=300.0
2026-04-16T20:52:16,Takeoff,50.450739,30.461242,120.83,359.36,,target_alt=300.0
2026-04-16T20:52:17,Takeoff,50.450738,30.461242,123.33,359.32,,target_alt=300.0
2026-04-16T20:52:18,Takeoff,50.450739,30.461242,125.80,359.38,,target_alt=300.0
2026-04-16T20:52:19,Takeoff,50.450739,30.461242,128.29,359.34,,target_alt=300.0
2026-04-16T20:52:20,Takeoff,50.450739,30.461242,130.87,359.29,,target_alt=300.0
2026-04-16T20:52:21,Takeoff,50.450738,30.461242,133.35,359.35,,target_alt=300.0
2026-04-16T20:52:22,Takeoff,50.450739,30.461242,135.81,359.33,,target_alt=300.0
2026-04-16T20:52:23,Takeoff,50.450739,30.461242,138.34,359.34,,target_alt=300.0
2026-04-16T20:52:24,Takeoff,50.450739,30.461242,140.83,359.29,,target_alt=300.0
2026-04-16T20:52:25,Takeoff,50.450739,30.461242,143.30,359.38,,target_alt=300.0
2026-04-16T20:52:26,Takeoff,50.450739,30.461243,145.84,359.31,,target_alt=300.0
2026-04-16T20:52:27,Takeoff,50.450739,30.461242,148.30,359.26,,target_alt=300.0
2026-04-16T20:52:28,Takeoff,50.450739,30.461242,150.82,359.34,,target_alt=300.0
2026-04-16T20:52:29,Takeoff,50.450739,30.461242,153.33,359.33,,target_alt=300.0
2026-04-16T20:52:30,Takeoff,50.450739,30.461242,155.80,359.37,,target_alt=300.0
2026-04-16T20:52:31,Takeoff,50.450739,30.461243,158.35,359.35,,target_alt=300.0
2026-04-16T20:52:32,Takeoff,50.450739,30.461242,160.82,359.33,,target_alt=300.0
2026-04-16T20:52:33,Takeoff,50.450739,30.461242,163.30,359.35,,target_alt=300.0
2026-04-16T20:52:34,Takeoff,50.450739,30.461242,165.83,359.34,,target_alt=300.0
2026-04-16T20:52:35,Takeoff,50.450739,30.461242,168.32,359.33,,target_alt=300.0
2026-04-16T20:52:36,Takeoff,50.450739,30.461242,170.81,359.37,,target_alt=300.0
2026-04-16T20:52:37,Takeoff,50.450739,30.461242,173.35,359.33,,target_alt=300.0
2026-04-16T20:52:38,Takeoff,50.450739,30.461242,175.82,359.33,,target_alt=300.0
2026-04-16T20:52:39,Takeoff,50.450739,30.461242,178.30,359.38,,target_alt=300.0
2026-04-16T20:52:40,Takeoff,50.450739,30.461242,180.82,359.30,,target_alt=300.0
2026-04-16T20:52:41,Takeoff,50.450739,30.461242,183.33,359.35,,target_alt=300.0
2026-04-16T20:52:42,Takeoff,50.450739,30.461242,185.86,359.30,,target_alt=300.0
2026-04-16T20:52:43,Takeoff,50.450739,30.461242,188.30,359.35,,target_alt=300.0
2026-04-16T20:52:44,Takeoff,50.450739,30.461242,190.84,359.29,,target_alt=300.0
2026-04-16T20:52:45,Takeoff,50.450739,30.461242,193.33,359.34,,target_alt=300.0
2026-04-16T20:52:46,Takeoff,50.450739,30.461243,195.77,359.42,,target_alt=300.0
2026-04-16T20:52:47,Takeoff,50.450739,30.461242,198.33,359.25,,target_alt=300.0
2026-04-16T20:52:48,Takeoff,50.450739,30.461242,200.80,359.37,,target_alt=300.0
2026-04-16T20:52:49,Takeoff,50.450739,30.461242,203.33,359.30,,target_alt=300.0
2026-04-16T20:52:50,Takeoff,50.450739,30.461242,205.82,359.34,,target_alt=300.0
2026-04-16T20:52:51,Takeoff,50.450739,30.461242,208.32,359.24,,target_alt=300.0
2026-04-16T20:52:52,Takeoff,50.450739,30.461242,210.80,359.37,,target_alt=300.0
2026-04-16T20:52:53,Takeoff,50.450739,30.461242,213.32,359.32,,target_alt=300.0
2026-04-16T20:52:54,Takeoff,50.450739,30.461242,215.80,359.36,,target_alt=300.0
2026-04-16T20:52:55,Takeoff,50.450739,30.461242,218.32,359.32,,target_alt=300.0
2026-04-16T20:52:56,Takeoff,50.450739,30.461243,220.87,359.24,,target_alt=300.0
2026-04-16T20:52:57,Takeoff,50.450739,30.461242,223.33,359.35,,target_alt=300.0
2026-04-16T20:52:58,Takeoff,50.450739,30.461242,225.84,359.33,,target_alt=300.0
2026-04-16T20:52:59,Takeoff,50.450739,30.461242,228.32,359.37,,target_alt=300.0
2026-04-16T20:53:00,Takeoff,50.450739,30.461242,230.78,359.32,,target_alt=300.0
2026-04-16T20:53:01,Takeoff,50.450739,30.461242,233.30,359.36,,target_alt=300.0
2026-04-16T20:53:02,Takeoff,50.450739,30.461242,235.81,359.39,,target_alt=300.0
2026-04-16T20:53:03,Takeoff,50.450739,30.461242,238.31,359.37,,target_alt=300.0
2026-04-16T20:53:04,Takeoff,50.450739,30.461242,240.86,359.31,,target_alt=300.0
2026-04-16T20:53:05,Takeoff,50.450739,30.461242,243.31,359.31,,target_alt=300.0
2026-04-16T20:53:06,Takeoff,50.450739,30.461242,245.84,359.34,,target_alt=300.0
2026-04-16T20:53:07,Takeoff,50.450739,30.461242,248.26,359.41,,target_alt=300.0
2026-04-16T20:53:08,Takeoff,50.450739,30.461242,250.82,359.31,,target_alt=300.0
2026-04-16T20:53:09,Takeoff,50.450739,30.461242,253.35,359.32,,target_alt=300.0
2026-04-16T20:53:10,Takeoff,50.450739,30.461242,255.81,359.32,,target_alt=300.0
2026-04-16T20:53:11,Takeoff,50.450739,30.461242,258.32,359.36,,target_alt=300.0
2026-04-16T20:53:12,Takeoff,50.450739,30.461242,260.81,359.30,,target_alt=300.0
2026-04-16T20:53:13,Takeoff,50.450738,30.461242,263.35,359.35,,target_alt=300.0
2026-04-16T20:53:14,Takeoff,50.450738,30.461242,265.81,359.31,,target_alt=300.0
2026-04-16T20:53:15,Takeoff,50.450739,30.461242,268.32,359.34,,target_alt=300.0
2026-04-16T20:53:16,Takeoff,50.450739,30.461242,270.83,359.32,,target_alt=300.0
2026-04-16T20:53:17,Takeoff,50.450739,30.461243,273.32,359.38,,target_alt=300.0
2026-04-16T20:53:18,Takeoff,50.450739,30.461242,275.81,359.33,,target_alt=300.0
2026-04-16T20:53:19,Takeoff,50.450739,30.461242,278.33,359.30,,target_alt=300.0
2026-04-16T20:53:20,Takeoff,50.450739,30.461242,280.81,359.32,,target_alt=300.0
2026-04-16T20:53:21,Takeoff,50.450739,30.461242,283.31,359.37,,target_alt=300.0
2026-04-16T20:53:22,Takeoff,50.450739,30.461243,285.77,359.42,,target_alt=300.0
2026-04-16T20:53:22,After takeoff,50.450739,30.461243,285.77,359.42,,at mission altitude
2026-04-16T20:53:22,Cruise,50.450739,30.461243,285.77,359.42,1245.68,target_alt=300.0
2026-04-16T20:53:23,Cruise,50.450738,30.461240,288.16,353.86,1245.45,target_alt=300.0
2026-04-16T20:53:24,Cruise,50.450724,30.461216,289.54,291.37,1243.13,target_alt=300.0
2026-04-16T20:53:25,Cruise,50.450695,30.461164,289.93,231.79,1238.30,target_alt=300.0
2026-04-16T20:53:26,Cruise,50.450652,30.461088,289.92,244.80,1231.06,target_alt=300.0
2026-04-16T20:53:27,Cruise,50.450605,30.461004,290.02,254.47,1223.10,target_alt=300.0
2026-04-16T20:53:28,Cruise,50.450557,30.460919,290.11,264.68,1215.07,target_alt=300.0
2026-04-16T20:53:29,Cruise,50.450508,30.460833,290.19,274.82,1206.90,target_alt=300.0
2026-04-16T20:53:30,Cruise,50.450460,30.460747,290.25,284.95,1198.79,target_alt=300.0
2026-04-16T20:53:31,Cruise,50.450412,30.460662,290.31,295.07,1190.73,target_alt=300.0
2026-04-16T20:53:32,Cruise,50.450364,30.460577,290.38,305.14,1182.72,target_alt=300.0
2026-04-16T20:53:33,Cruise,50.450317,30.460493,290.44,315.24,1174.76,target_alt=300.0
2026-04-16T20:53:34,Cruise,50.450270,30.460409,290.53,325.20,1166.80,target_alt=300.0
2026-04-16T20:53:35,Cruise,50.450222,30.460324,290.57,335.17,1158.76,target_alt=300.0
2026-04-16T20:53:36,Cruise,50.450174,30.460239,290.65,345.17,1150.71,target_alt=300.0
2026-04-16T20:53:37,Cruise,50.450126,30.460154,290.69,355.17,1142.68,target_alt=300.0
2026-04-16T20:53:38,Cruise,50.450078,30.460070,290.79,0.11,1134.68,target_alt=300.0
2026-04-16T20:53:39,Cruise,50.450031,30.459985,290.85,359.74,1126.70,target_alt=300.0
2026-04-16T20:53:40,Cruise,50.449983,30.459901,290.91,359.74,1118.71,target_alt=300.0
2026-04-16T20:53:41,Cruise,50.449936,30.459816,290.94,359.71,1110.68,target_alt=300.0
2026-04-16T20:53:42,Cruise,50.449888,30.459731,291.00,359.71,1102.68,target_alt=300.0
2026-04-16T20:53:43,Cruise,50.449840,30.459647,291.10,359.68,1094.70,target_alt=300.0
2026-04-16T20:53:44,Cruise,50.449793,30.459563,291.16,359.69,1086.70,target_alt=300.0
2026-04-16T20:53:45,Cruise,50.449745,30.459478,291.22,359.69,1078.68,target_alt=300.0
2026-04-16T20:53:46,Cruise,50.449697,30.459393,291.28,359.67,1070.67,target_alt=300.0
2026-04-16T20:53:47,Cruise,50.449650,30.459309,291.37,359.65,1062.68,target_alt=300.0
2026-04-16T20:53:48,Cruise,50.449602,30.459225,291.40,359.66,1054.71,target_alt=300.0
2026-04-16T20:53:49,Cruise,50.449555,30.459140,291.48,359.65,1046.72,target_alt=300.0
2026-04-16T20:53:50,Cruise,50.449507,30.459055,291.55,359.65,1038.69,target_alt=300.0
2026-04-16T20:53:51,Cruise,50.449459,30.458970,291.62,359.62,1030.68,target_alt=300.0
2026-04-16T20:53:52,Cruise,50.449412,30.458886,291.69,359.63,1022.68,target_alt=300.0
2026-04-16T20:53:53,Cruise,50.449364,30.458801,291.74,359.63,1014.68,target_alt=300.0
2026-04-16T20:53:54,Cruise,50.449317,30.458717,291.82,359.62,1006.70,target_alt=300.0
2026-04-16T20:53:55,Cruise,50.449269,30.458633,291.86,359.61,998.72,target_alt=300.0
2026-04-16T20:53:56,Cruise,50.449222,30.458548,291.96,359.57,990.72,target_alt=300.0
2026-04-16T20:53:57,Cruise,50.449174,30.458463,291.98,359.61,982.69,target_alt=300.0
2026-04-16T20:53:58,Cruise,50.449126,30.458379,292.08,359.59,974.70,target_alt=300.0
2026-04-16T20:53:59,Cruise,50.449079,30.458295,292.13,359.58,966.72,target_alt=300.0
2026-04-16T20:54:00,Cruise,50.449031,30.458210,292.21,359.58,958.70,target_alt=300.0
2026-04-16T20:54:01,Cruise,50.448983,30.458125,292.26,359.60,950.67,target_alt=300.0
2026-04-16T20:54:02,Cruise,50.448936,30.458040,292.31,359.57,942.67,target_alt=300.0
2026-04-16T20:54:03,Cruise,50.448888,30.457956,292.39,359.59,934.71,target_alt=300.0
2026-04-16T20:54:04,Cruise,50.448841,30.457872,292.42,359.59,926.73,target_alt=300.0
2026-04-16T20:54:05,Cruise,50.448793,30.457787,292.53,359.58,918.70,target_alt=300.0
2026-04-16T20:54:06,Cruise,50.448745,30.457702,292.59,359.56,910.69,target_alt=300.0
2026-04-16T20:54:07,Cruise,50.448698,30.457617,292.66,359.58,902.66,target_alt=300.0
2026-04-16T20:54:08,Cruise,50.448650,30.457533,292.71,359.59,894.66,target_alt=300.0
2026-04-16T20:54:09,Cruise,50.448602,30.457449,292.74,359.58,886.69,target_alt=300.0
2026-04-16T20:54:10,Cruise,50.448555,30.457364,292.86,359.56,878.72,target_alt=300.0
2026-04-16T20:54:11,Cruise,50.448507,30.457280,292.94,359.57,870.71,target_alt=300.0
2026-04-16T20:54:12,Cruise,50.448460,30.457195,292.96,359.55,862.72,target_alt=300.0
2026-04-16T20:54:13,Cruise,50.448412,30.457110,293.03,359.57,854.67,target_alt=300.0
2026-04-16T20:54:14,Cruise,50.448364,30.457026,293.08,359.56,846.68,target_alt=300.0
2026-04-16T20:54:15,Cruise,50.448317,30.456941,293.17,359.54,838.70,target_alt=300.0
2026-04-16T20:54:16,Cruise,50.448269,30.456857,293.24,359.55,830.72,target_alt=300.0
2026-04-16T20:54:17,Cruise,50.448222,30.456772,293.32,359.55,822.70,target_alt=300.0
2026-04-16T20:54:18,Cruise,50.448162,30.456667,293.38,359.55,812.71,target_alt=300.0
2026-04-16T20:54:19,Cruise,50.448126,30.456603,293.43,359.56,806.70,target_alt=300.0
2026-04-16T20:54:20,Cruise,50.448067,30.456498,293.53,359.51,796.74,target_alt=300.0
2026-04-16T20:54:21,Cruise,50.448031,30.456435,293.57,359.51,790.74,target_alt=300.0
2026-04-16T20:54:22,Cruise,50.447972,30.456329,293.64,359.57,780.70,target_alt=300.0
2026-04-16T20:54:23,Cruise,50.447924,30.456244,293.70,359.54,772.71,target_alt=300.0
2026-04-16T20:54:24,Cruise,50.447888,30.456181,293.74,359.54,766.73,target_alt=300.0
2026-04-16T20:54:25,Cruise,50.447829,30.456075,293.85,359.54,756.71,target_alt=300.0
2026-04-16T20:54:26,Cruise,50.447781,30.455990,293.94,359.55,748.69,target_alt=300.0
2026-04-16T20:54:27,Cruise,50.447733,30.455905,293.98,359.54,740.67,target_alt=300.0
2026-04-16T20:54:28,Cruise,50.447686,30.455821,294.02,359.56,732.67,target_alt=300.0
2026-04-16T20:54:29,Cruise,50.447638,30.455736,294.11,359.55,724.68,target_alt=300.0
2026-04-16T20:54:30,Cruise,50.447591,30.455653,294.19,359.53,716.74,target_alt=300.0
2026-04-16T20:54:31,Cruise,50.447543,30.455568,294.21,359.52,708.75,target_alt=300.0
2026-04-16T20:54:32,Cruise,50.447496,30.455483,294.25,359.56,700.68,target_alt=300.0
2026-04-16T20:54:33,Cruise,50.447448,30.455398,294.38,359.55,692.67,target_alt=300.0
2026-04-16T20:54:34,Cruise,50.447400,30.455314,294.41,359.56,684.69,target_alt=300.0
2026-04-16T20:54:35,Cruise,50.447353,30.455230,294.51,359.52,676.71,target_alt=300.0
2026-04-16T20:54:36,Cruise,50.447305,30.455146,294.56,359.50,670.76,target_alt=300.0
2026-04-16T20:54:37,Cruise,50.447258,30.455061,294.62,359.55,660.73,target_alt=300.0
2026-04-16T20:54:38,Cruise,50.447210,30.454976,294.69,359.56,652.70,target_alt=300.0
2026-04-16T20:54:39,Cruise,50.447162,30.454891,294.75,359.53,644.71,target_alt=300.0
2026-04-16T20:54:40,Cruise,50.447115,30.454807,294.83,359.51,636.73,target_alt=300.0
2026-04-16T20:54:41,Cruise,50.447067,30.454722,294.90,359.54,628.71,target_alt=300.0
2026-04-16T20:54:42,Cruise,50.447019,30.454637,294.95,359.55,620.67,target_alt=300.0
2026-04-16T20:54:43,Cruise,50.446972,30.454552,294.98,359.57,612.66,target_alt=300.0
2026-04-16T20:54:44,Cruise,50.446924,30.454468,295.07,359.53,604.69,target_alt=300.0
2026-04-16T20:54:45,Cruise,50.446877,30.454385,295.15,359.52,596.75,target_alt=300.0
2026-04-16T20:54:46,Cruise,50.446829,30.454300,295.25,359.52,588.74,target_alt=300.0
2026-04-16T20:54:47,Cruise,50.446781,30.454216,295.28,359.55,580.73,target_alt=300.0
2026-04-16T20:54:48,Cruise,50.446734,30.454130,295.32,359.56,572.68,target_alt=300.0
2026-04-16T20:54:49,Cruise,50.446686,30.454046,295.42,359.54,564.70,target_alt=300.0
2026-04-16T20:54:50,Cruise,50.446639,30.453962,295.49,359.53,556.74,target_alt=300.0
2026-04-16T20:54:51,Cruise,50.446591,30.453878,295.54,359.52,548.77,target_alt=300.0
2026-04-16T20:54:52,Cruise,50.446544,30.453793,295.60,359.52,540.75,target_alt=300.0
2026-04-16T20:54:53,Cruise,50.446496,30.453708,295.65,359.56,532.71,target_alt=300.0
2026-04-16T20:54:54,Cruise,50.446448,30.453623,295.73,359.55,524.67,target_alt=300.0
2026-04-16T20:54:55,Cruise,50.446401,30.453539,295.77,359.53,516.71,target_alt=300.0
2026-04-16T20:54:57,Cruise,50.446353,30.453454,295.86,359.54,508.72,target_alt=300.0
2026-04-16T20:54:58,Cruise,50.446305,30.453370,295.93,359.51,500.75,target_alt=300.0
2026-04-16T20:54:59,Cruise,50.446258,30.453285,295.98,359.53,492.72,target_alt=300.0
2026-04-16T20:55:00,Cruise,50.446210,30.453201,296.05,359.54,484.71,target_alt=300.0
2026-04-16T20:55:01,Cruise,50.446162,30.453116,296.12,359.55,476.68,target_alt=300.0
2026-04-16T20:55:02,Cruise,50.446115,30.453032,296.20,359.51,468.72,target_alt=300.0
2026-04-16T20:55:03,Cruise,50.446067,30.452947,296.23,359.55,460.69,target_alt=300.0
2026-04-16T20:55:04,Cruise,50.446020,30.452862,296.34,359.54,452.70,target_alt=300.0
2026-04-16T20:55:05,Cruise,50.445972,30.452778,296.37,359.54,444.71,target_alt=300.0
2026-04-16T20:55:06,Cruise,50.445924,30.452693,296.46,359.55,436.70,target_alt=300.0
2026-04-16T20:55:07,Cruise,50.445877,30.452609,296.52,359.52,428.76,target_alt=300.0
2026-04-16T20:55:08,Cruise,50.445830,30.452525,296.57,359.54,420.75,target_alt=300.0
2026-04-16T20:55:09,Cruise,50.445782,30.452440,296.65,359.51,412.77,target_alt=300.0
2026-04-16T20:55:10,Cruise,50.445734,30.452355,296.67,359.56,404.71,target_alt=300.0
2026-04-16T20:55:11,Cruise,50.445686,30.452271,296.79,359.54,396.70,target_alt=300.0
2026-04-16T20:55:12,Cruise,50.445639,30.452187,296.87,359.50,388.77,target_alt=300.0
2026-04-16T20:55:13,Cruise,50.445591,30.452102,296.88,359.51,380.78,target_alt=300.0
2026-04-16T20:55:14,Cruise,50.445543,30.452017,296.94,359.57,372.68,target_alt=300.0
2026-04-16T20:55:15,Cruise,50.445496,30.451932,297.01,359.56,364.67,target_alt=300.0
2026-04-16T20:55:16,Cruise,50.445448,30.451848,297.12,359.53,356.69,target_alt=300.0
2026-04-16T20:55:17,Cruise,50.445401,30.451763,297.16,359.50,348.72,target_alt=300.0
2026-04-16T20:55:18,Cruise,50.445353,30.451679,297.21,359.52,340.72,target_alt=300.0
2026-04-16T20:55:19,Cruise,50.445306,30.451594,297.29,359.55,332.72,target_alt=300.0
2026-04-16T20:55:20,Cruise,50.445258,30.451510,297.34,359.52,324.72,target_alt=300.0
2026-04-16T20:55:21,Cruise,50.445210,30.451425,297.42,359.55,316.71,target_alt=300.0
2026-04-16T20:55:22,Cruise,50.445163,30.451341,297.47,359.56,308.69,target_alt=300.0
2026-04-16T20:55:23,Cruise,50.445115,30.451256,297.54,359.54,300.72,target_alt=300.0
2026-04-16T20:55:24,Cruise,50.445068,30.451172,297.63,359.53,292.72,target_alt=300.0
2026-04-16T20:55:25,Cruise,50.445020,30.451087,297.72,359.53,284.73,target_alt=300.0
2026-04-16T20:55:26,Cruise,50.444972,30.451003,297.75,359.56,276.72,target_alt=300.0
2026-04-16T20:55:27,Cruise,50.444925,30.450919,297.81,359.53,268.75,target_alt=300.0
2026-04-16T20:55:28,Cruise,50.444877,30.450834,297.89,359.51,260.76,target_alt=300.0
2026-04-16T20:55:29,Cruise,50.444830,30.450749,297.94,359.53,252.74,target_alt=300.0
2026-04-16T20:55:30,Cruise,50.444782,30.450664,297.99,359.57,244.68,target_alt=300.0
2026-04-16T20:55:31,Cruise,50.444734,30.450579,298.09,359.53,236.69,target_alt=300.0
2026-04-16T20:55:32,Cruise,50.444687,30.450495,298.17,359.52,228.71,target_alt=300.0
2026-04-16T20:55:33,Cruise,50.444639,30.450411,298.19,359.53,220.74,target_alt=300.0
2026-04-16T20:55:34,Cruise,50.444592,30.450326,298.26,359.53,212.74,target_alt=300.0
2026-04-16T20:55:35,Cruise,50.444544,30.450242,298.33,359.53,204.72,target_alt=300.0
2026-04-16T20:55:36,Cruise,50.444496,30.450157,298.42,359.55,196.73,target_alt=300.0
2026-04-16T20:55:37,Cruise,50.444449,30.450073,298.46,359.53,188.71,target_alt=300.0
2026-04-16T20:55:38,Cruise,50.444401,30.449988,298.54,359.50,180.74,target_alt=300.0
2026-04-16T20:55:39,Cruise,50.444354,30.449904,298.57,359.52,172.74,target_alt=300.0
2026-04-16T20:55:40,Cruise,50.444306,30.449819,298.65,359.53,164.74,target_alt=300.0
2026-04-16T20:55:41,Cruise,50.444258,30.449735,298.72,359.52,156.73,target_alt=300.0
2026-04-16T20:55:42,Cruise,50.444211,30.449650,298.80,359.53,148.73,target_alt=300.0
2026-04-16T20:55:43,Cruise,50.444163,30.449565,298.83,359.54,140.70,target_alt=300.0
2026-04-16T20:55:44,Cruise,50.444116,30.449481,298.94,359.51,132.74,target_alt=300.0
2026-04-16T20:55:45,Cruise,50.444068,30.449396,298.99,359.53,124.72,target_alt=300.0
2026-04-16T20:55:46,Cruise,50.444020,30.449312,299.06,359.52,116.72,target_alt=300.0
2026-04-16T20:55:47,Cruise,50.443973,30.449227,299.13,359.52,108.72,target_alt=300.0
2026-04-16T20:55:48,Cruise,50.443925,30.449143,299.19,359.52,100.73,target_alt=300.0
2026-04-16T20:55:49,Cruise,50.443878,30.449058,299.23,359.53,92.71,target_alt=300.0
2026-04-16T20:55:50,Cruise,50.443830,30.448973,299.32,359.52,84.71,target_alt=300.0
2026-04-16T20:55:51,Cruise,50.443782,30.448889,299.34,359.52,76.72,target_alt=300.0
2026-04-16T20:55:52,Cruise,50.443735,30.448804,299.44,359.54,68.71,target_alt=300.0
2026-04-16T20:55:53,Cruise,50.443687,30.448719,299.48,359.55,60.68,target_alt=300.0
2026-04-16T20:55:54,Cruise,50.443640,30.448636,299.59,359.47,52.76,target_alt=300.0
2026-04-16T20:55:55,Cruise,50.443592,30.448551,299.63,359.53,44.76,target_alt=300.0
2026-04-16T20:55:56,Cruise,50.443544,30.448466,299.71,359.53,36.73,target_alt=300.0
2026-04-16T20:55:57,Cruise,50.443497,30.448381,299.76,359.53,28.70,target_alt=300.0
2026-04-16T20:55:58,Cruise,50.443449,30.448297,299.85,359.55,20.70,target_alt=300.0
2026-04-16T20:55:59,Cruise,50.443402,30.448213,299.89,359.67,12.76,target_alt=300.0
2026-04-16T20:55:59,Land,50.443402,30.448213,299.89,359.67,,
2026-04-16T20:56:00,Land,50.443362,30.448142,299.68,358.98,,
2026-04-16T20:56:01,Land,50.443337,30.448098,298.46,358.13,,
2026-04-16T20:56:02,Land,50.443327,30.448082,296.92,358.38,,
2026-04-16T20:56:03,Land,50.443327,30.448081,295.41,359.03,,
2026-04-16T20:56:04,Land,50.443327,30.448082,293.92,359.03,,
2026-04-16T20:56:05,Land,50.443328,30.448083,292.43,359.05,,
2026-04-16T20:56:06,Land,50.443329,30.448084,290.94,359.03,,
2026-04-16T20:56:07,Land,50.443329,30.448085,289.44,359.10,,
2026-04-16T20:56:08,Land,50.443329,30.448085,287.95,359.07,,
2026-04-16T20:56:09,Land,50.443330,30.448085,286.45,359.07,,
2026-04-16T20:56:10,Land,50.443330,30.448085,284.94,359.05,,
2026-04-16T20:56:11,Land,50.443330,30.448085,283.45,359.02,,
2026-04-16T20:56:12,Land,50.443330,30.448085,281.93,359.02,,
